ticker,date,period_ending,estimate,reported,surprise,surprise%
SPG,06-FEB-23,Dec 2022,3.14,2.06,-1.08,-34.39
SPGI,09-FEB-23,Dec 2022,2.47,2.54,0.07,2.83
SPLK,01-MAR-23,Jan 2023,1.11,2.04,0.93,83.78
SPNS,21-FEB-23,Dec 2022,0.33,0.32,-0.01,-3.03
SPOT,31-JAN-23,Dec 2022,-1.28,-1.43,-0.15,-11.72
SPR,07-FEB-23,Dec 2022,-0.31,-1.46,-1.15,-370.97
SPSC,09-FEB-23,Dec 2022,0.53,0.63,0.1,18.87
SPT,21-FEB-23,Dec 2022,-0.02,0.03,0.05,250.0
SPTN,23-FEB-23,Dec 2022,0.35,0.28,-0.07,-20.0
SPWR,15-FEB-23,Dec 2022,0.14,0.15,0.01,7.14
SPXC,23-FEB-23,Dec 2022,0.98,1.17,0.19,19.39
SQ,23-FEB-23,Dec 2022,0.28,0.22,-0.06,-21.43
SR,01-FEB-23,Dec 2022,1.15,1.55,0.4,34.78
SRC,28-FEB-23,Dec 2022,0.89,0.48,-0.41,-46.07
SRCE,19-JAN-23,Dec 2022,1.3,1.25,-0.05,-3.85
SRCL,23-FEB-23,Dec 2022,0.6,0.6,0.0,0.0
SRDX,06-FEB-23,Dec 2022,-0.64,-0.5,0.14,21.88
SRE,28-FEB-23,Dec 2022,2.06,2.35,0.29,14.08
SRI,01-MAR-23,Dec 2022,0.17,0.11,-0.06,-35.29
SRPT,28-FEB-23,Dec 2022,-1.28,-1.24,0.04,3.13
SSB,26-JAN-23,Dec 2022,2.06,1.9,-0.16,-7.77
SSD,06-FEB-23,Dec 2022,1.11,1.35,0.24,21.62
SSNC,07-FEB-23,Dec 2022,1.16,1.16,0.0,0.0
SSRM,22-FEB-23,Dec 2022,0.1,0.12,0.02,20.0
SSTI,22-FEB-23,Dec 2022,-0.02,-0.11,-0.09,-450.0
SSTK,09-FEB-23,Dec 2022,0.98,1.05,0.07,7.14
ST,31-JAN-23,Dec 2022,0.88,0.96,0.08,9.09
STAA,21-FEB-23,Dec 2022,0.15,0.14,-0.01,-6.67
STAG,15-FEB-23,Dec 2022,0.56,0.17,-0.39,-69.64
STBA,26-JAN-23,Dec 2022,0.95,1.03,0.08,8.42
STE,08-FEB-23,Dec 2022,2.22,2.02,-0.2,-9.01
STEL,27-JAN-23,Dec 2022,0.6,0.04,-0.56,-93.33
STEM,16-FEB-23,Dec 2022,-0.19,-0.23,-0.04,-21.05
STEP,09-FEB-23,Dec 2022,0.27,0.27,0.0,0.0
STLD,25-JAN-23,Dec 2022,3.6,4.37,0.77,21.39
STNE,14-MAR-23,Dec 2022,0.11,0.14,0.03,27.27
STNG,16-FEB-23,Dec 2022,4.38,4.24,-0.14,-3.2
STOK,06-MAR-23,Dec 2022,-0.72,-0.65,0.07,9.72
STR,08-MAR-23,Dec 2022,0.47,0.58,0.11,23.4
STRA,22-FEB-23,Dec 2022,0.94,0.78,-0.16,-17.02
STRC,16-MAR-23,Dec 2022,-0.18,-0.12,0.06,33.33
STRL,27-FEB-23,Dec 2022,0.68,0.66,-0.02,-2.94
STRO,30-MAR-23,Dec 2022,-0.64,-0.61,0.03,4.69
STT,20-JAN-23,Dec 2022,2.0,2.07,0.07,3.5
STWD,01-MAR-23,Dec 2022,0.5,0.5,0.0,0.0
STZ,05-JAN-23,Nov 2022,2.88,2.83,-0.05,-1.74
SUI,22-FEB-23,Dec 2022,1.27,0.04,-1.23,-96.85
SUM,15-FEB-23,Dec 2022,0.29,0.32,0.03,10.34
SUMO,07-MAR-23,Jan 2023,-0.09,-0.03,0.06,66.67
SUPN,28-FEB-23,Dec 2022,0.73,0.43,-0.3,-41.1
SVC,28-FEB-23,Dec 2022,0.38,-0.19,-0.57,-150.0
SWAV,16-FEB-23,Dec 2022,0.99,3.71,2.72,274.75
SWI,09-FEB-23,Dec 2022,0.21,0.19,-0.02,-9.52
SWK,02-FEB-23,Dec 2022,-0.33,-0.1,0.23,69.7
SWKS,06-FEB-23,Dec 2022,2.59,2.59,0.0,0.0
SWN,23-FEB-23,Dec 2022,0.3,0.26,-0.04,-13.33
SWTX,28-FEB-23,Dec 2022,-1.21,-1.19,0.02,1.65
SWX,28-FEB-23,Dec 2022,1.57,1.16,-0.41,-26.11
SXC,02-FEB-23,Dec 2022,0.06,0.14,0.08,133.33
SXI,02-FEB-23,Dec 2022,1.7,1.74,0.04,2.35
SYBT,25-JAN-23,Dec 2022,0.97,1.0,0.03,3.09
SYF,23-JAN-23,Dec 2022,1.12,1.26,0.14,12.5
SYK,31-JAN-23,Dec 2022,2.84,3.0,0.16,5.63
SYNA,02-FEB-23,Dec 2022,2.36,2.2,-0.16,-6.78
SYNH,16-FEB-23,Dec 2022,1.18,1.23,0.05,4.24
SYY,31-JAN-23,Dec 2022,0.83,0.8,-0.03,-3.61
T,25-JAN-23,Dec 2022,0.59,0.61,0.02,3.39
TA,28-FEB-23,Dec 2022,1.12,2.99,1.87,166.96
TALO,28-FEB-23,Dec 2022,0.62,0.2,-0.42,-67.74
TAP,21-FEB-23,Dec 2022,1.06,1.3,0.24,22.64
TBBK,26-JAN-23,Dec 2022,0.71,0.71,0.0,0.0
TBPH,27-FEB-23,Dec 2022,-0.2,-0.21,-0.01,-5.0
TCBI,18-JAN-23,Dec 2022,0.98,0.87,-0.11,-11.22
TCBK,25-JAN-23,Dec 2022,1.17,1.09,-0.08,-6.84
TCMD,21-FEB-23,Dec 2022,0.14,0.29,0.15,107.14
TDC,13-FEB-23,Dec 2022,0.31,0.35,0.04,12.9
TDG,07-FEB-23,Dec 2022,4.31,4.58,0.27,6.26
TDOC,22-FEB-23,Dec 2022,-0.27,-0.23,0.04,14.81
TDS,16-FEB-23,Dec 2022,-0.39,-0.38,0.01,2.56
TDY,25-JAN-23,Dec 2022,4.52,4.94,0.42,9.29
TEAM,02-FEB-23,Dec 2022,0.31,0.45,0.14,45.16
TECH,02-FEB-23,Dec 2022,0.49,0.47,-0.02,-4.08
TELL,22-FEB-23,Dec 2022,0.06,0.06,0.0,0.0
TENB,07-FEB-23,Dec 2022,0.07,0.12,0.05,71.43
TER,25-JAN-23,Dec 2022,0.74,0.92,0.18,24.32
TEX,09-FEB-23,Dec 2022,1.13,1.34,0.21,18.58
TFC,19-JAN-23,Dec 2022,1.28,1.3,0.02,1.56
TFSL,26-JAN-23,Dec 2022,0.08,0.08,0.0,0.0
TFX,23-FEB-23,Dec 2022,3.44,3.52,0.08,2.33
TGH,14-FEB-23,Dec 2022,1.34,1.38,0.04,2.99
TGI,01-FEB-23,Dec 2022,0.1,0.12,0.02,20.0
TGNA,27-FEB-23,Dec 2022,0.9,0.98,0.08,8.89
TGT,28-FEB-23,Jan 2023,1.39,1.89,0.5,35.97
TGTX,28-FEB-23,Dec 2022,-0.26,-0.39,-0.13,-50.0
TH,10-MAR-23,Dec 2022,0.39,0.31,-0.08,-20.51
THC,09-FEB-23,Dec 2022,1.27,1.96,0.69,54.33
THFF,07-FEB-23,Dec 2022,1.32,1.37,0.05,3.79
THG,01-FEB-23,Dec 2022,-1.05,-1.05,0.0,0.0
THO,07-MAR-23,Jan 2023,1.1,0.5,-0.6,-54.55
THR,02-FEB-23,Dec 2022,0.36,0.52,0.16,44.44
THRM,22-FEB-23,Dec 2022,0.65,0.47,-0.18,-27.69
THRY,23-FEB-23,Dec 2022,0.48,1.51,1.03,214.58
THS,13-FEB-23,Dec 2022,0.91,0.98,0.07,7.69
TIL,31-MAR-23,Dec 2022,-0.45,-0.36,0.09,20.0
TILE,28-FEB-23,Dec 2022,0.24,0.31,0.07,29.17
TITN,16-MAR-23,Jan 2023,1.07,0.81,-0.26,-24.3
TJX,22-FEB-23,Jan 2023,0.89,0.89,0.0,0.0
TKR,06-FEB-23,Dec 2022,1.09,1.22,0.13,11.93
TLS,16-MAR-23,Dec 2022,-0.01,0.05,0.06,600.0
TMDX,22-FEB-23,Dec 2022,-0.28,-0.21,0.07,25.0
TMHC,15-FEB-23,Dec 2022,2.91,2.93,0.02,0.69
TMO,01-FEB-23,Dec 2022,5.19,5.4,0.21,4.05
TMP,27-JAN-23,Dec 2022,1.42,1.36,-0.06,-4.23
TMST,23-FEB-23,Dec 2022,-0.26,-0.1,0.16,61.54
TMUS,01-FEB-23,Dec 2022,1.1,1.18,0.08,7.27
TNDM,22-FEB-23,Dec 2022,-0.02,-0.01,0.01,50.0
TNET,15-FEB-23,Dec 2022,0.35,1.11,0.76,217.14
TNK,23-FEB-23,Dec 2022,3.51,4.33,0.82,23.36
TNL,22-FEB-23,Dec 2022,1.22,1.3,0.08,6.56
TOL,21-FEB-23,Jan 2023,1.37,1.7,0.33,24.09
TPB,24-FEB-23,Dec 2022,0.4,0.69,0.29,72.5
TPH,21-FEB-23,Dec 2022,1.5,1.98,0.48,32.0
TPIC,22-FEB-23,Dec 2022,-0.8,-0.73,0.07,8.75
TPL,22-FEB-23,Dec 2022,15.14,12.94,-2.2,-14.53
TPR,09-FEB-23,Dec 2022,1.26,1.36,0.1,7.94
TPX,09-FEB-23,Dec 2022,0.52,0.54,0.02,3.85
TRC,08-MAR-23,Dec 2022,0.01,0.07,0.06,600.0
TREE,27-FEB-23,Dec 2022,-0.27,0.38,0.65,240.74
TREX,27-FEB-23,Dec 2022,0.22,0.23,0.01,4.55
TRGP,22-FEB-23,Dec 2022,1.29,1.38,0.09,6.98
TRIP,14-FEB-23,Dec 2022,0.05,0.16,0.11,220.0
TRMB,08-FEB-23,Dec 2022,0.61,0.6,-0.01,-1.64
TRMK,24-JAN-23,Dec 2022,0.82,0.68,-0.14,-17.07
TRN,21-FEB-23,Dec 2022,0.43,0.44,0.01,2.33
TRNO,08-FEB-23,Dec 2022,0.52,0.78,0.26,50.0
TRNS,30-JAN-23,Dec 2022,0.21,0.21,0.0,0.0
TROW,26-JAN-23,Dec 2022,1.72,1.74,0.02,1.16
TROX,15-FEB-23,Dec 2022,0.12,-0.17,-0.29,-241.67
TRS,23-FEB-23,Dec 2022,0.66,0.62,-0.04,-6.06
TRST,23-JAN-23,Dec 2022,0.99,1.1,0.11,11.11
TRTN,14-FEB-23,Dec 2022,2.7,2.76,0.06,2.22
TRTX,21-FEB-23,Dec 2022,0.15,0.3,0.15,100.0
TRU,14-FEB-23,Dec 2022,0.83,0.78,-0.05,-6.02
TRUP,15-FEB-23,Dec 2022,-0.3,-0.23,0.07,23.33
TRV,24-JAN-23,Dec 2022,3.4,3.4,0.0,0.0
TSCO,26-JAN-23,Dec 2022,2.34,2.43,0.09,3.85
TSE,08-FEB-23,Dec 2022,-1.61,-1.72,-0.11,-6.83
TSLA,25-JAN-23,Dec 2022,1.09,1.19,0.1,9.17
TSN,06-FEB-23,Dec 2022,1.35,0.85,-0.5,-37.04
TT,02-FEB-23,Dec 2022,1.64,1.82,0.18,10.98
TTC,09-MAR-23,Jan 2023,0.91,0.98,0.07,7.69
TTD,15-FEB-23,Dec 2022,0.37,0.38,0.01,2.7
TTEC,27-FEB-23,Dec 2022,0.74,0.89,0.15,20.27
TTEK,01-FEB-23,Dec 2022,1.2,1.34,0.14,11.67
TTGT,09-FEB-23,Dec 2022,0.54,0.68,0.14,25.93
TTI,27-FEB-23,Dec 2022,0.02,0.02,0.0,0.0
TTMI,08-FEB-23,Dec 2022,0.38,0.41,0.03,7.89
TTWO,06-FEB-23,Dec 2022,0.88,0.93,0.05,5.68
TUP,01-MAR-23,Dec 2022,0.19,-0.24,-0.43,-226.32
TW,02-FEB-23,Dec 2022,0.46,0.49,0.03,6.52
TWI,27-FEB-23,Dec 2022,0.45,0.44,-0.01,-2.22
TWKS,28-FEB-23,Dec 2022,0.09,0.1,0.01,11.11
TWLO,15-FEB-23,Dec 2022,-0.09,0.22,0.31,344.44
TWNK,21-FEB-23,Dec 2022,0.24,0.25,0.01,4.17
TWO,08-FEB-23,Dec 2022,0.25,0.26,0.01,4.0
TWOU,02-FEB-23,Dec 2022,0.21,0.23,0.02,9.52
TWST,03-FEB-23,Dec 2022,-1.09,-0.74,0.35,32.11
TXG,15-FEB-23,Dec 2022,-0.29,-0.15,0.14,48.28
TXN,24-JAN-23,Dec 2022,1.96,2.13,0.17,8.67
TXRH,16-FEB-23,Dec 2022,1.02,0.89,-0.13,-12.75
TXT,25-JAN-23,Dec 2022,1.0,1.07,0.07,7.0
TYL,15-FEB-23,Dec 2022,1.74,1.66,-0.08,-4.6
UAA,08-FEB-23,Dec 2022,0.09,0.16,0.07,77.78
UAL,17-JAN-23,Dec 2022,2.07,2.46,0.39,18.84
UBA,10-MAR-23,Jan 2023,0.36,0.18,-0.18,-50.0
UBER,08-FEB-23,Dec 2022,-0.21,0.29,0.5,238.1
UBSI,26-JAN-23,Dec 2022,0.78,0.74,-0.04,-5.13
UCBI,17-JAN-23,Dec 2022,0.83,0.75,-0.08,-9.64
UDMY,14-FEB-23,Dec 2022,-0.23,-0.16,0.07,30.43
UDR,06-FEB-23,Dec 2022,0.61,0.13,-0.48,-78.69
UE,14-FEB-23,Dec 2022,0.3,0.12,-0.18,-60.0
UFCS,15-FEB-23,Dec 2022,0.36,0.18,-0.18,-50.0
UFPI,21-FEB-23,Dec 2022,1.73,2.1,0.37,21.39
UGI,01-FEB-23,Dec 2022,1.06,1.14,0.08,7.55
UHAL,08-FEB-23,Dec 2022,1.45,0.98,-0.47,-32.41
UHS,27-FEB-23,Dec 2022,2.96,3.02,0.06,2.03
UI,03-FEB-23,Dec 2022,1.74,1.86,0.12,6.9
ULH,09-FEB-23,Dec 2022,1.31,1.27,-0.04,-3.05
ULTA,09-MAR-23,Jan 2023,5.69,6.68,0.99,17.4
UMBF,24-JAN-23,Dec 2022,2.04,2.06,0.02,0.98
UMH,28-FEB-23,Dec 2022,0.21,0.01,-0.2,-95.24
UNF,04-JAN-23,Nov 2022,1.95,2.21,0.26,13.33
UNFI,08-MAR-23,Jan 2023,1.38,0.78,-0.6,-43.48
UNH,13-JAN-23,Dec 2022,5.17,5.34,0.17,3.29
UNIT,24-FEB-23,Dec 2022,0.45,0.13,-0.32,-71.11
UNM,31-JAN-23,Dec 2022,1.46,1.43,-0.03,-2.05
UNP,24-JAN-23,Dec 2022,2.75,2.67,-0.08,-2.91
UNVR,21-FEB-23,Dec 2022,0.56,0.47,-0.09,-16.07
UPS,31-JAN-23,Dec 2022,3.58,3.62,0.04,1.12
UPST,14-FEB-23,Dec 2022,-0.48,-0.25,0.23,47.92
UPWK,15-FEB-23,Dec 2022,-0.03,0.04,0.07,233.33
URBN,28-FEB-23,Jan 2023,0.39,0.39,0.0,0.0
URG,06-MAR-23,Dec 2022,-0.01,-0.02,-0.01,-100.0
URI,25-JAN-23,Dec 2022,10.12,9.74,-0.38,-3.75
USB,25-JAN-23,Dec 2022,1.11,1.2,0.09,8.11
USFD,16-FEB-23,Dec 2022,0.54,0.55,0.01,1.85
USM,16-FEB-23,Dec 2022,-0.38,-0.33,0.05,13.16
USNA,07-FEB-23,Dec 2022,0.35,0.66,0.31,88.57
USPH,22-FEB-23,Dec 2022,0.58,0.58,0.0,0.0
UTHR,22-FEB-23,Dec 2022,4.12,2.67,-1.45,-35.19
UTL,14-FEB-23,Dec 2022,0.84,0.91,0.07,8.33
UTZ,02-MAR-23,Dec 2022,0.12,0.15,0.03,25.0
UUUU,08-MAR-23,Dec 2022,-0.05,-0.11,-0.06,-120.0
UVE,23-FEB-23,Dec 2022,-0.28,0.72,1.0,357.14
UVSP,25-JAN-23,Dec 2022,0.76,0.81,0.05,6.58
V,26-JAN-23,Dec 2022,2.01,2.18,0.17,8.46
VAC,22-FEB-23,Dec 2022,2.85,2.74,-0.11,-3.86
VBTX,24-JAN-23,Dec 2022,0.87,0.74,-0.13,-14.94
VC,16-FEB-23,Dec 2022,1.47,1.32,-0.15,-10.2
VCEL,23-FEB-23,Dec 2022,0.02,0.12,0.1,500.0
VCTR,09-FEB-23,Dec 2022,1.05,1.05,0.0,0.0
VCYT,22-FEB-23,Dec 2022,-0.15,-0.05,0.1,66.67
VECO,15-FEB-23,Dec 2022,0.35,0.38,0.03,8.57
VEEV,01-MAR-23,Jan 2023,1.04,1.15,0.11,10.58
VERU,09-FEB-23,Dec 2022,-0.38,-0.46,-0.08,-21.05
VFC,07-FEB-23,Dec 2022,0.99,1.12,0.13,13.13
VGR,15-FEB-23,Dec 2022,0.2,0.31,0.11,55.0
VIAV,02-FEB-23,Dec 2022,0.11,0.14,0.03,27.27
VICI,23-FEB-23,Dec 2022,0.5,0.63,0.13,26.0
VIR,23-FEB-23,Dec 2022,-0.04,-0.76,-0.72,-1800.0
VIRT,26-JAN-23,Dec 2022,0.53,0.37,-0.16,-30.19
VITL,09-MAR-23,Dec 2022,0.05,0.04,-0.01,-20.0
VLO,26-JAN-23,Dec 2022,7.45,8.45,1.0,13.42
VLY,26-JAN-23,Dec 2022,0.36,0.35,-0.01,-2.78
VMC,16-FEB-23,Dec 2022,1.29,1.08,-0.21,-16.28
VMI,22-FEB-23,Dec 2022,3.59,3.57,-0.02,-0.56
VMW,02-MAR-23,Jan 2023,1.98,2.13,0.15,7.58
VNDA,08-FEB-23,Dec 2022,0.08,0.12,0.04,50.0
VNO,13-FEB-23,Dec 2022,0.67,0.1,-0.57,-85.07
VNT,16-FEB-23,Dec 2022,0.81,0.81,0.0,0.0
VOYA,07-FEB-23,Dec 2022,1.53,2.18,0.65,42.48
VRAY,27-FEB-23,Dec 2022,-0.16,-0.15,0.01,6.25
VREX,31-JAN-23,Dec 2022,0.11,0.08,-0.03,-27.27
VRNS,06-FEB-23,Dec 2022,0.17,0.21,0.04,23.53
VRNT,29-MAR-23,Jan 2023,0.71,0.75,0.04,5.63
VRRM,01-MAR-23,Dec 2022,0.22,0.25,0.03,13.64
VRSK,28-FEB-23,Dec 2022,1.17,1.43,0.26,22.22
VRSN,09-FEB-23,Dec 2022,1.53,1.7,0.17,11.11
VRT,22-FEB-23,Dec 2022,0.3,0.28,-0.02,-6.67
VRTS,03-FEB-23,Dec 2022,4.88,5.17,0.29,5.94
VRTV,28-FEB-23,Dec 2022,5.44,5.2,-0.24,-4.41
VRTX,07-FEB-23,Dec 2022,3.53,3.76,0.23,6.52
VSAT,07-FEB-23,Dec 2022,-0.35,-0.61,-0.26,-74.29
VSEC,08-MAR-23,Dec 2022,0.74,0.68,-0.06,-8.11
VSH,08-FEB-23,Dec 2022,0.78,0.69,-0.09,-11.54
VST,01-MAR-23,Dec 2022,0.19,-0.68,-0.87,-457.89
VSTO,02-FEB-23,Dec 2022,1.09,1.3,0.21,19.27
VTR,09-FEB-23,Dec 2022,0.72,-0.11,-0.83,-115.28
VUZI,01-MAR-23,Dec 2022,-0.15,-0.17,-0.02,-13.33
VVI,09-FEB-23,Dec 2022,-1.21,-1.33,-0.12,-9.92
VVV,07-FEB-23,Dec 2022,0.22,0.16,-0.06,-27.27
VXRT,15-MAR-23,Dec 2022,-0.22,-0.18,0.04,18.18
VZ,24-JAN-23,Dec 2022,1.2,1.19,-0.01,-0.83
W,23-FEB-23,Dec 2022,-1.63,-1.71,-0.08,-4.91
WAB,15-FEB-23,Dec 2022,1.3,1.3,0.0,0.0
WABC,19-JAN-23,Dec 2022,1.46,1.46,0.0,0.0
WAFD,12-JAN-23,Dec 2022,1.11,1.16,0.05,4.5
WAL,24-JAN-23,Dec 2022,2.67,2.67,0.0,0.0
WASH,25-JAN-23,Dec 2022,1.13,0.95,-0.18,-15.93
WAT,15-FEB-23,Dec 2022,3.74,3.84,0.1,2.67
WBA,05-JAN-23,Nov 2022,1.15,1.16,0.01,0.87
WBD,23-FEB-23,Dec 2022,-0.03,0.42,0.45,1500.0
WBS,26-JAN-23,Dec 2022,1.66,1.6,-0.06,-3.61
WCC,14-FEB-23,Dec 2022,3.81,4.13,0.32,8.4
WD,21-FEB-23,Dec 2022,1.55,1.41,-0.14,-9.03
WDAY,27-FEB-23,Jan 2023,0.89,0.99,0.1,11.24
WDC,31-JAN-23,Dec 2022,-0.08,-0.42,-0.34,-425.0
WDFC,09-JAN-23,Nov 2022,1.09,1.02,-0.07,-6.42
WEC,02-FEB-23,Dec 2022,0.75,0.8,0.05,6.67
WELL,15-FEB-23,Dec 2022,0.82,-0.01,-0.83,-101.22
WEN,01-MAR-23,Dec 2022,0.2,0.22,0.02,10.0
WERN,07-FEB-23,Dec 2022,0.92,0.99,0.07,7.61
WEX,09-FEB-23,Dec 2022,3.21,3.44,0.23,7.17
WFC,13-JAN-23,Dec 2022,0.63,0.67,0.04,6.35
WGO,16-DEC-22,Nov 2022,1.83,2.07,0.24,13.11
WH,15-FEB-23,Dec 2022,0.63,0.72,0.09,14.29
WHD,22-FEB-23,Dec 2022,0.51,0.57,0.06,11.76
WHR,30-JAN-23,Dec 2022,3.43,3.89,0.46,13.41
WING,22-FEB-23,Dec 2022,0.42,0.6,0.18,42.86
WIRE,14-FEB-23,Dec 2022,4.61,8.28,3.67,79.61
WISH,23-FEB-23,Dec 2022,-0.18,-0.16,0.02,11.11
WIX,22-FEB-23,Dec 2022,0.08,0.61,0.53,662.5
WK,21-FEB-23,Dec 2022,-0.1,0.08,0.18,180.0
WKHS,01-MAR-23,Dec 2022,-0.16,-0.24,-0.08,-50.0
WLK,21-FEB-23,Dec 2022,2.24,1.79,-0.45,-20.09
WM,31-JAN-23,Dec 2022,1.39,1.3,-0.09,-6.47
WMB,20-FEB-23,Dec 2022,0.47,0.53,0.06,12.77
WMS,02-FEB-23,Dec 2022,1.04,0.99,-0.05,-4.81
WMT,21-FEB-23,Jan 2023,1.52,1.71,0.19,12.5
WNC,02-FEB-23,Dec 2022,0.71,0.84,0.13,18.31
WOLF,25-JAN-23,Dec 2022,-0.14,-0.11,0.03,21.43
WOOF,22-MAR-23,Jan 2023,0.24,0.23,-0.01,-4.17
WOR,20-DEC-22,Nov 2022,0.56,0.44,-0.12,-21.43
WOW,23-FEB-23,Dec 2022,0.08,-0.15,-0.23,-287.5
WPC,10-FEB-23,Dec 2022,1.29,1.0,-0.29,-22.48
WRB,26-JAN-23,Dec 2022,1.07,1.16,0.09,8.41
WRK,01-FEB-23,Dec 2022,0.6,0.55,-0.05,-8.33
WRLD,26-JAN-23,Dec 2022,-0.01,0.78,0.79,7900.0
WSBC,24-JAN-23,Dec 2022,0.83,0.84,0.01,1.2
WSBF,26-JAN-23,Dec 2022,0.15,0.04,-0.11,-73.33
WSC,21-FEB-23,Dec 2022,0.42,0.46,0.04,9.52
WSFS,26-JAN-23,Dec 2022,1.37,1.38,0.01,0.73
WSM,16-MAR-23,Jan 2023,5.41,5.5,0.09,1.66
WSO,16-FEB-23,Dec 2022,2.12,2.35,0.23,10.85
WSR,28-FEB-23,Dec 2022,0.19,0.4,0.21,110.53
WST,16-FEB-23,Dec 2022,1.39,1.77,0.38,27.34
WTBA,26-JAN-23,Dec 2022,0.58,0.53,-0.05,-8.62
WTFC,18-JAN-23,Dec 2022,2.6,2.23,-0.37,-14.23
WTI,07-MAR-23,Dec 2022,0.03,0.1,0.07,233.33
WTRG,27-FEB-23,Dec 2022,0.45,0.44,-0.01,-2.22
WTS,08-FEB-23,Dec 2022,1.54,1.6,0.06,3.9
WTTR,21-FEB-23,Dec 2022,0.23,0.07,-0.16,-69.57
WTW,09-FEB-23,Dec 2022,6.29,6.33,0.04,0.64
WU,07-FEB-23,Dec 2022,0.34,0.32,-0.02,-5.88
WWD,30-JAN-23,Dec 2022,0.6,0.49,-0.11,-18.33
WWE,02-FEB-23,Dec 2022,0.6,0.52,-0.08,-13.33
WWW,22-FEB-23,Dec 2022,-0.14,-0.15,-0.01,-7.14
WY,26-JAN-23,Dec 2022,0.18,0.24,0.06,33.33
WYNN,08-FEB-23,Dec 2022,-1.17,-1.23,-0.06,-5.13
X,02-FEB-23,Dec 2022,0.6,0.87,0.27,45.0
XEL,26-JAN-23,Dec 2022,0.69,0.69,0.0,0.0
XERS,08-MAR-23,Dec 2022,-0.16,-0.1,0.06,37.5
XHR,01-MAR-23,Dec 2022,0.35,0.31,-0.04,-11.43
XNCR,23-FEB-23,Dec 2022,-0.83,-0.2,0.63,75.9
XOM,31-JAN-23,Dec 2022,3.32,3.4,0.08,2.41
XPEL,28-FEB-23,Dec 2022,0.41,0.3,-0.11,-26.83
XPER,21-FEB-23,Dec 2022,-0.45,0.08,0.53,117.78
XPO,08-FEB-23,Dec 2022,0.82,0.98,0.16,19.51
XRAY,28-FEB-23,Dec 2022,0.32,0.46,0.14,43.75
XRX,26-JAN-23,Dec 2022,0.54,0.89,0.35,64.81
XYL,07-FEB-23,Dec 2022,0.8,0.92,0.12,15.0
YELP,09-FEB-23,Dec 2022,0.31,0.28,-0.03,-9.68
YETI,23-FEB-23,Dec 2022,0.79,0.78,-0.01,-1.27
YEXT,07-MAR-23,Jan 2023,0.03,0.05,0.02,66.67
YMAB,30-MAR-23,Dec 2022,-0.44,0.03,0.47,106.82
YORW,07-MAR-23,Dec 2022,0.32,0.35,0.03,9.38
YUM,08-FEB-23,Dec 2022,1.25,1.31,0.06,4.8
ZBH,03-FEB-23,Dec 2022,1.83,1.88,0.05,2.73
ZBRA,16-FEB-23,Dec 2022,4.54,4.75,0.21,4.63
ZD,15-FEB-23,Dec 2022,2.43,2.26,-0.17,-7.0
ZETA,23-FEB-23,Dec 2022,0.09,0.11,0.02,22.22
ZEUS,23-FEB-23,Dec 2022,0.21,0.27,0.06,28.57
ZG,15-FEB-23,Dec 2022,0.1,0.21,0.11,110.0
ZI,06-FEB-23,Dec 2022,0.22,0.26,0.04,18.18
ZION,23-JAN-23,Dec 2022,1.66,1.84,0.18,10.84
ZIP,21-FEB-23,Dec 2022,0.09,0.17,0.08,88.89
ZM,27-FEB-23,Jan 2023,0.79,1.22,0.43,54.43
ZNTL,01-MAR-23,Dec 2022,-1.09,-0.92,0.17,15.6
ZS,02-MAR-23,Jan 2023,0.29,0.37,0.08,27.59
ZTS,14-FEB-23,Dec 2022,1.15,1.15,0.0,0.0
ZUMZ,09-MAR-23,Jan 2023,0.49,0.59,0.1,20.41
ZUO,01-MAR-23,Jan 2023,-0.06,-0.04,0.02,33.33
